banda,comprimento_onda_nm,fora_intervalo_count
band_1462,1462,0
band_1463,1463,0
band_1464,1464,0
band_1465,1465,0
band_1466,1466,0
band_1467,1467,0
band_1468,1468,0
band_1469,1469,0
band_1470,1470,0
band_1471,1471,0
band_1472,1472,0
band_1473,1473,0
band_1474,1474,0
band_1475,1475,0
band_1476,1476,0
band_1477,1477,0
band_1478,1478,0
band_1479,1479,0
band_1480,1480,0
band_1481,1481,0
band_1482,1482,0
band_1483,1483,0
band_1484,1484,0
band_1485,1485,0
band_1486,1486,0
band_1487,1487,0
band_1488,1488,0
band_1489,1489,0
band_1490,1490,0
band_1491,1491,0
band_1492,1492,0
band_1493,1493,0
band_1494,1494,0
band_1495,1495,0
band_1496,1496,0
band_1497,1497,0
band_1498,1498,0
band_1499,1499,0
band_1500,1500,0
band_1501,1501,0
band_1502,1502,0
band_1503,1503,0
band_1504,1504,0
band_1505,1505,0
band_1506,1506,0
band_1507,1507,0
band_1508,1508,0
band_1509,1509,0
band_1510,1510,0
band_1511,1511,0
band_1512,1512,0
band_1513,1513,0
band_1514,1514,0
band_1515,1515,0
band_1516,1516,0
band_1517,1517,0
band_1518,1518,0
band_1519,1519,0
band_1520,1520,0
band_1521,1521,0
band_1522,1522,0
band_1523,1523,0
band_1524,1524,0
band_1525,1525,0
band_1526,1526,0
band_1527,1527,0
band_1528,1528,0
band_1529,1529,0
band_1530,1530,0
band_1531,1531,0
band_1532,1532,0
band_1533,1533,0
band_1534,1534,0
band_1535,1535,0
band_1536,1536,0
band_1537,1537,0
band_1538,1538,0
band_1539,1539,0
band_1540,1540,0
band_1541,1541,0
band_1542,1542,0
band_1543,1543,0
band_1544,1544,0
band_1545,1545,0
band_1546,1546,0
band_1547,1547,0
band_1548,1548,0
band_1549,1549,0
band_1550,1550,0
band_1551,1551,0
band_1552,1552,0
band_1553,1553,0
band_1554,1554,0
band_1555,1555,0
band_1556,1556,0
band_1557,1557,0
band_1558,1558,0
band_1559,1559,0
band_1560,1560,0
band_1561,1561,0
band_1562,1562,0
band_1563,1563,0
band_1564,1564,0
band_1565,1565,0
band_1566,1566,0
band_1567,1567,0
band_1568,1568,0
band_1569,1569,0
band_1570,1570,0
band_1571,1571,0
band_1572,1572,0
band_1573,1573,0
band_1574,1574,0
band_1575,1575,0
band_1576,1576,0
band_1577,1577,0
band_1578,1578,0
band_1579,1579,0
band_1580,1580,0
band_1581,1581,0
band_1582,1582,0
band_1583,1583,0
band_1584,1584,0
band_1585,1585,0
band_1586,1586,0
band_1587,1587,0
band_1588,1588,0
band_1589,1589,0
band_1590,1590,0
band_1591,1591,0
band_1592,1592,0
band_1593,1593,0
band_1594,1594,0
band_1595,1595,0
band_1596,1596,0
band_1597,1597,0
band_1598,1598,0
band_1599,1599,0
band_1600,1600,0
band_1601,1601,0
band_1602,1602,0
band_1603,1603,0
band_1604,1604,0
band_1605,1605,0
band_1606,1606,0
band_1607,1607,0
band_1608,1608,0
band_1609,1609,0
band_1610,1610,0
band_1611,1611,0
band_1612,1612,0
band_1613,1613,0
band_1614,1614,0
band_1615,1615,0
band_1616,1616,0
band_1617,1617,0
band_1618,1618,0
band_1619,1619,0
band_1620,1620,0
band_1621,1621,0
band_1622,1622,0
band_1623,1623,0
band_1624,1624,0
band_1625,1625,0
band_1626,1626,0
band_1627,1627,0
band_1628,1628,0
band_1629,1629,0
band_1630,1630,0
band_1631,1631,0
band_1632,1632,0
band_1633,1633,0
band_1634,1634,0
band_1635,1635,0
band_1636,1636,0
band_1637,1637,0
band_1638,1638,0
band_1639,1639,0
band_1640,1640,0
band_1641,1641,0
band_1642,1642,0
band_1643,1643,0
band_1644,1644,0
band_1645,1645,0
band_1646,1646,0
band_1647,1647,0
band_1648,1648,0
band_1649,1649,0
band_1650,1650,0
band_1651,1651,0
band_1652,1652,0
band_1653,1653,0
band_1654,1654,0
band_1655,1655,0
band_1656,1656,0
band_1657,1657,0
band_1658,1658,0
band_1659,1659,0
band_1660,1660,0
band_1661,1661,0
band_1662,1662,0
band_1663,1663,0
band_1664,1664,0
band_1665,1665,0
band_1666,1666,0
band_1667,1667,0
band_1668,1668,0
band_1669,1669,0
band_1670,1670,0
band_1671,1671,0
band_1672,1672,0
band_1673,1673,0
band_1674,1674,0
band_1675,1675,0
band_1676,1676,0
band_1677,1677,0
band_1678,1678,0
band_1679,1679,0
band_1680,1680,0
band_1681,1681,0
band_1682,1682,0
band_1683,1683,0
band_1684,1684,0
band_1685,1685,0
band_1686,1686,0
band_1687,1687,0
band_1688,1688,0
band_1689,1689,0
band_1690,1690,0
band_1691,1691,0
band_1692,1692,0
band_1693,1693,0
band_1694,1694,0
band_1695,1695,0
band_1696,1696,0
band_1697,1697,0
band_1698,1698,0
band_1699,1699,0
band_1700,1700,0
band_1701,1701,0
band_1702,1702,0
band_1703,1703,0
band_1704,1704,0
band_1705,1705,0
band_1706,1706,0
band_1707,1707,0
band_1708,1708,0
band_1709,1709,0
band_1710,1710,0
band_1711,1711,0
band_1712,1712,0
band_1713,1713,0
band_1714,1714,0
band_1715,1715,0
band_1716,1716,0
band_1717,1717,0
band_1718,1718,0
band_1719,1719,0
band_1720,1720,0
band_1721,1721,0
band_1722,1722,0
band_1723,1723,0
band_1724,1724,0
band_1725,1725,0
band_1726,1726,0
band_1727,1727,0
band_1728,1728,0
band_1729,1729,0
band_1730,1730,0
band_1731,1731,0
band_1732,1732,0
band_1733,1733,0
band_1734,1734,0
band_1735,1735,0
band_1736,1736,0
band_1737,1737,0
band_1738,1738,0
band_1739,1739,0
band_1740,1740,0
band_1741,1741,0
band_1742,1742,0
band_1743,1743,0
band_1744,1744,0
band_1745,1745,0
band_1746,1746,0
band_1747,1747,0
band_1748,1748,0
band_1749,1749,0
band_1750,1750,0
band_1751,1751,0
band_1752,1752,0
band_1753,1753,0
band_1754,1754,0
band_1755,1755,0
band_1756,1756,0
band_1757,1757,0
band_1758,1758,0
band_1759,1759,0
band_1760,1760,0
band_1761,1761,0
band_1762,1762,0
band_1763,1763,0
band_1764,1764,0
band_1765,1765,0
band_1766,1766,0
band_1767,1767,0
band_1768,1768,0
band_1769,1769,0
band_1770,1770,0
band_1771,1771,0
band_1772,1772,0
band_1773,1773,0
band_1774,1774,0
band_1775,1775,0
band_1776,1776,0
band_1777,1777,0
band_1778,1778,0
band_1779,1779,0
band_1780,1780,0
band_1781,1781,0
band_1782,1782,0
band_1783,1783,0
band_1784,1784,0
band_1785,1785,0
band_1786,1786,0
band_1787,1787,0
band_1788,1788,0
band_1789,1789,0
band_1790,1790,0
band_1791,1791,0
band_1792,1792,0
band_1793,1793,0
band_1794,1794,0
band_1795,1795,0
band_1796,1796,0
band_1797,1797,0
band_1798,1798,0
band_1799,1799,0
band_1800,1800,0
band_1801,1801,0
band_1802,1802,0
band_1803,1803,0
band_1804,1804,0
band_1805,1805,0
band_1806,1806,0
band_1807,1807,0
band_1808,1808,0
band_1809,1809,0
band_1810,1810,0
band_1811,1811,0
band_1812,1812,0
band_1813,1813,0
band_1814,1814,0
band_1815,1815,0
band_1816,1816,0
band_1817,1817,0
band_1818,1818,0
band_1819,1819,0
band_1820,1820,0
band_1821,1821,0
band_1822,1822,0
band_1823,1823,0
band_1824,1824,0
band_1825,1825,0
band_1826,1826,0
band_1827,1827,0
band_1828,1828,0
band_1829,1829,0
band_1830,1830,0
band_1831,1831,0
band_1832,1832,0
band_1833,1833,0
band_1834,1834,0
band_1835,1835,0
band_1836,1836,0
band_1837,1837,0
band_1838,1838,0
band_1839,1839,0
band_1840,1840,0
band_1841,1841,0
band_1842,1842,0
band_1843,1843,0
band_1844,1844,0
band_1845,1845,0
band_1846,1846,0
band_1847,1847,0
band_1848,1848,0
band_1849,1849,0
band_1850,1850,0
band_1851,1851,0
band_1852,1852,0
band_1853,1853,0
band_1854,1854,0
band_1855,1855,0
band_1856,1856,0
band_1857,1857,0
band_1858,1858,0
band_1859,1859,0
band_1860,1860,0
band_1861,1861,0
band_1862,1862,0
band_1863,1863,0
band_1864,1864,0
band_1865,1865,0
band_1866,1866,0
band_1867,1867,0
band_1868,1868,0
band_1869,1869,0
band_1870,1870,0
band_1871,1871,0
band_1872,1872,0
band_1873,1873,0
band_1874,1874,0
band_1875,1875,0
band_1876,1876,0
band_1877,1877,0
band_1878,1878,0
band_1879,1879,0
band_1880,1880,0
band_1881,1881,0
band_1882,1882,0
band_1883,1883,0
band_1884,1884,0
band_1885,1885,0
band_1886,1886,0
band_1887,1887,0
band_1888,1888,0
band_1889,1889,0
band_1890,1890,0
band_1891,1891,0
band_1892,1892,0
band_1893,1893,0
band_1894,1894,0
band_1895,1895,0
band_1896,1896,0
band_1897,1897,0
band_1898,1898,0
band_1899,1899,0
band_1900,1900,0
band_1901,1901,0
band_1902,1902,0
band_1903,1903,0
band_1904,1904,0
band_1905,1905,0
band_1906,1906,0
band_1907,1907,0
band_1908,1908,0
band_1909,1909,0
band_1910,1910,0
band_1911,1911,0
band_1912,1912,0
band_1913,1913,0
band_1914,1914,0
band_1915,1915,0
band_1916,1916,0
band_1917,1917,0
band_1918,1918,0
band_1919,1919,0
band_1920,1920,0
band_1921,1921,0
band_1922,1922,0
band_1923,1923,0
band_1924,1924,0
band_1925,1925,0
band_1926,1926,0
band_1927,1927,0
band_1928,1928,0
band_1929,1929,0
band_1930,1930,0
band_1931,1931,0
band_1932,1932,0
band_1933,1933,0
band_1934,1934,0
band_1935,1935,0
band_1936,1936,0
band_1937,1937,0
band_1938,1938,0
band_1939,1939,0
band_1940,1940,0
band_1941,1941,0
band_1942,1942,0
band_1943,1943,0
band_1944,1944,0
band_1945,1945,0
band_1946,1946,0
band_1947,1947,0
band_1948,1948,0
band_1949,1949,0
band_1950,1950,0
band_1951,1951,0
band_1952,1952,0
band_1953,1953,0
band_1954,1954,0
band_1955,1955,0
band_1956,1956,0
band_1957,1957,0
band_1958,1958,0
band_1959,1959,0
band_1960,1960,0
band_1961,1961,0
band_1962,1962,0
band_1963,1963,0
band_1964,1964,0
band_1965,1965,0
band_1966,1966,0
band_1967,1967,0
band_1968,1968,0
band_1969,1969,0
band_1970,1970,0
band_1971,1971,0
band_1972,1972,0
band_1973,1973,0
band_1974,1974,0
band_1975,1975,0
band_1976,1976,0
band_1977,1977,0
band_1978,1978,0
band_1979,1979,0
band_1980,1980,0
band_1981,1981,0
band_1982,1982,0
band_1983,1983,0
band_1984,1984,0
band_1985,1985,0
band_1986,1986,0
band_1987,1987,0
band_1988,1988,0
band_1989,1989,0
band_1990,1990,0
band_1991,1991,0
band_1992,1992,0
band_1993,1993,0
band_1994,1994,0
band_1995,1995,0
band_1996,1996,0
band_1997,1997,0
band_1998,1998,0
band_1999,1999,0
band_2000,2000,0
band_2001,2001,0
band_2002,2002,0
band_2003,2003,0
band_2004,2004,0
band_2005,2005,0
band_2006,2006,0
band_2007,2007,0
band_2008,2008,0
band_2009,2009,0
band_2010,2010,0
band_2011,2011,0
band_2012,2012,0
band_2013,2013,0
band_2014,2014,0
band_2015,2015,0
band_2016,2016,0
band_2017,2017,0
band_2018,2018,0
band_2019,2019,0
band_2020,2020,0
band_2021,2021,0
band_2022,2022,0
band_2023,2023,0
band_2024,2024,0
band_2025,2025,0
band_2026,2026,0
band_2027,2027,0
band_2028,2028,0
band_2029,2029,0
band_2030,2030,0
band_2031,2031,0
band_2032,2032,0
band_2033,2033,0
band_2034,2034,0
band_2035,2035,0
band_2036,2036,0
band_2037,2037,0
band_2038,2038,0
band_2039,2039,0
band_2040,2040,0
band_2041,2041,0
band_2042,2042,0
band_2043,2043,0
band_2044,2044,0
band_2045,2045,0
band_2046,2046,0
band_2047,2047,0
band_2048,2048,0
band_2049,2049,0
band_2050,2050,0
band_2051,2051,0
band_2052,2052,0
band_2053,2053,0
band_2054,2054,0
band_2055,2055,0
band_2056,2056,0
band_2057,2057,0
band_2058,2058,0
band_2059,2059,0
band_2060,2060,0
band_2061,2061,0
band_2062,2062,0
band_2063,2063,0
band_2064,2064,0
band_2065,2065,0
band_2066,2066,0
band_2067,2067,0
band_2068,2068,0
band_2069,2069,0
band_2070,2070,0
band_2071,2071,0
band_2072,2072,0
band_2073,2073,0
band_2074,2074,0
band_2075,2075,0
band_2076,2076,0
band_2077,2077,0
band_2078,2078,0
band_2079,2079,0
band_2080,2080,0
band_2081,2081,0
band_2082,2082,0
band_2083,2083,0
band_2084,2084,0
band_2085,2085,0
band_2086,2086,0
band_2087,2087,0
band_2088,2088,0
band_2089,2089,0
band_2090,2090,0
band_2091,2091,0
band_2092,2092,0
band_2093,2093,0
band_2094,2094,0
band_2095,2095,0
band_2096,2096,0
band_2097,2097,0
band_2098,2098,0
band_2099,2099,0
band_2100,2100,0
band_2101,2101,0
band_2102,2102,0
band_2103,2103,0
band_2104,2104,0
band_2105,2105,0
band_2106,2106,0
band_2107,2107,0
band_2108,2108,0
band_2109,2109,0
band_2110,2110,0
band_2111,2111,0
band_2112,2112,0
band_2113,2113,0
band_2114,2114,0
band_2115,2115,0
band_2116,2116,0
band_2117,2117,0
band_2118,2118,0
band_2119,2119,0
band_2120,2120,0
band_2121,2121,0
band_2122,2122,0
band_2123,2123,0
band_2124,2124,0
band_2125,2125,0
band_2126,2126,0
band_2127,2127,0
band_2128,2128,0
band_2129,2129,0
band_2130,2130,0
band_2131,2131,0
band_2132,2132,0
band_2133,2133,0
band_2134,2134,0
band_2135,2135,0
band_2136,2136,0
band_2137,2137,0
band_2138,2138,0
band_2139,2139,0
band_2140,2140,0
band_2141,2141,0
band_2142,2142,0
band_2143,2143,0
band_2144,2144,0
band_2145,2145,0
band_2146,2146,0
band_2147,2147,0
band_2148,2148,0
band_2149,2149,0
band_2150,2150,0
band_2151,2151,0
band_2152,2152,0
band_2153,2153,0
band_2154,2154,0
band_2155,2155,0
band_2156,2156,0
band_2157,2157,0
band_2158,2158,0
band_2159,2159,0
band_2160,2160,0
band_2161,2161,0
band_2162,2162,0
band_2163,2163,0
band_2164,2164,0
band_2165,2165,0
band_2166,2166,0
band_2167,2167,0
band_2168,2168,0
band_2169,2169,0
band_2170,2170,0
band_2171,2171,0
band_2172,2172,0
band_2173,2173,0
band_2174,2174,0
band_2175,2175,0
band_2176,2176,0
band_2177,2177,0
band_2178,2178,0
band_2179,2179,0
band_2180,2180,0
band_2181,2181,0
band_2182,2182,0
band_2183,2183,0
band_2184,2184,0
band_2185,2185,0
band_2186,2186,0
band_2187,2187,0
band_2188,2188,0
band_2189,2189,0
band_2190,2190,0
band_2191,2191,0
band_2192,2192,0
band_2193,2193,0
band_2194,2194,0
band_2195,2195,0
band_2196,2196,0
band_2197,2197,0
band_2198,2198,0
band_2199,2199,0
band_2200,2200,0
band_2201,2201,0
band_2202,2202,0
band_2203,2203,0
band_2204,2204,0
band_2205,2205,0
band_2206,2206,0
band_2207,2207,0
band_2208,2208,0
band_2209,2209,0
band_2210,2210,0
band_2211,2211,0
band_2212,2212,0
band_2213,2213,0
band_2214,2214,0
band_2215,2215,0
band_2216,2216,0
band_2217,2217,0
band_2218,2218,0
band_2219,2219,0
band_2220,2220,0
band_2221,2221,0
band_2222,2222,0
band_2223,2223,0
band_2224,2224,0
band_2225,2225,0
band_2226,2226,0
band_2227,2227,0
band_2228,2228,0
band_2229,2229,0
band_2230,2230,0
band_2231,2231,0
band_2232,2232,0
band_2233,2233,0
band_2234,2234,0
band_2235,2235,0
band_2236,2236,0
band_2237,2237,0
band_2238,2238,0
band_2239,2239,0
band_2240,2240,0
band_2241,2241,0
band_2242,2242,0
band_2243,2243,0
band_2244,2244,0
band_2245,2245,0
band_2246,2246,0
band_2247,2247,0
band_2248,2248,0
band_2249,2249,0
band_2250,2250,0
band_2251,2251,0
band_2252,2252,0
band_2253,2253,0
band_2254,2254,0
band_2255,2255,0
band_2256,2256,0
band_2257,2257,0
band_2258,2258,0
band_2259,2259,0
band_2260,2260,0
band_2261,2261,0
band_2262,2262,0
band_2263,2263,0
band_2264,2264,0
band_2265,2265,0
band_2266,2266,0
band_2267,2267,0
band_2268,2268,0
band_2269,2269,0
band_2270,2270,0
band_2271,2271,0
band_2272,2272,0
band_2273,2273,0
band_2274,2274,0
band_2275,2275,0
band_2276,2276,0
band_2277,2277,0
band_2278,2278,0
band_2279,2279,0
band_2280,2280,0
band_2281,2281,0
band_2282,2282,0
band_2283,2283,0
band_2284,2284,0
band_2285,2285,0
band_2286,2286,0
band_2287,2287,0
band_2288,2288,0
band_2289,2289,0
band_2290,2290,0
band_2291,2291,0
band_2292,2292,0
band_2293,2293,0
band_2294,2294,0
band_2295,2295,0
band_2296,2296,0
band_2297,2297,0
band_2298,2298,0
band_2299,2299,0
band_2300,2300,0
band_2301,2301,0
band_2302,2302,0
band_2303,2303,0
band_2304,2304,0
band_2305,2305,0
band_2306,2306,0
band_2307,2307,0
band_2308,2308,0
band_2309,2309,0
band_2310,2310,0
band_2311,2311,0
band_2312,2312,0
band_2313,2313,0
band_2314,2314,0
band_2315,2315,0
band_2316,2316,0
band_2317,2317,0
band_2318,2318,0
band_2319,2319,0
band_2320,2320,0
band_2321,2321,0
band_2322,2322,0
band_2323,2323,0
band_2324,2324,0
band_2325,2325,0
band_2326,2326,0
band_2327,2327,0
band_2328,2328,0
band_2329,2329,0
band_2330,2330,0
band_2331,2331,0
band_2332,2332,0
band_2333,2333,0
band_2334,2334,0
band_2335,2335,0
band_2336,2336,0
band_2337,2337,0
band_2338,2338,0
band_2339,2339,0
band_2340,2340,0
band_2341,2341,0
band_2342,2342,0
band_2343,2343,0
band_2344,2344,0
band_2345,2345,0
band_2346,2346,0
band_2347,2347,0
band_2348,2348,0
band_2349,2349,0
band_2350,2350,0
band_2351,2351,0
band_2352,2352,0
band_2353,2353,0
band_2354,2354,0
band_2355,2355,0
band_2356,2356,0
band_2357,2357,0
band_2358,2358,0
band_2359,2359,0
band_2360,2360,0
band_2361,2361,0
band_2362,2362,0
band_2363,2363,0
band_2364,2364,0
band_2365,2365,0
band_2366,2366,0
band_2367,2367,0
band_2368,2368,0
band_2369,2369,0
band_2370,2370,0
band_2371,2371,0
band_2372,2372,0
band_2373,2373,0
band_2374,2374,0
band_2375,2375,0
band_2376,2376,0
band_2377,2377,0
band_2378,2378,0
band_2379,2379,0
band_2380,2380,0
band_2381,2381,0
band_2382,2382,0
band_2383,2383,0
band_2384,2384,0
band_2385,2385,0
band_2386,2386,0
band_2387,2387,0
band_2388,2388,0
band_2389,2389,0
band_2390,2390,0
band_2391,2391,0
band_2392,2392,0
band_2393,2393,0
band_2394,2394,0
band_2395,2395,0
band_2396,2396,0
band_2397,2397,0
band_2398,2398,0
band_2399,2399,0
band_2400,2400,0
band_2401,2401,0
band_2402,2402,0
band_2403,2403,0
band_2404,2404,0
band_2405,2405,0
band_2406,2406,0
band_2407,2407,0
band_2408,2408,0
band_2409,2409,0
band_2410,2410,0
band_2411,2411,0
band_2412,2412,0
band_2413,2413,0
band_2414,2414,0
band_2415,2415,0
band_2416,2416,0
band_2417,2417,0
band_2418,2418,0
band_2419,2419,0
band_2420,2420,0
band_2421,2421,0
band_2422,2422,0
band_2423,2423,0
band_2424,2424,0
band_2425,2425,0
band_2426,2426,0
band_2427,2427,0
band_2428,2428,0
band_2429,2429,0
band_2430,2430,0
band_2431,2431,0
band_2432,2432,0
band_2433,2433,0
band_2434,2434,0
band_2435,2435,0
band_2436,2436,0
band_2437,2437,0
band_2438,2438,0
band_2439,2439,0
band_2440,2440,0
band_2441,2441,0
band_2442,2442,0
band_2443,2443,0
band_2444,2444,0
band_2445,2445,0
band_2446,2446,0
band_2447,2447,0
band_2448,2448,0
band_2449,2449,0
band_2450,2450,0
band_2451,2451,0
band_2452,2452,0
band_2453,2453,0
band_2454,2454,0
band_2455,2455,0
band_2456,2456,0
band_2457,2457,0
band_2458,2458,0
band_2459,2459,0
band_2460,2460,0
band_2461,2461,0
band_2462,2462,0
band_2463,2463,0
band_2464,2464,0
band_2465,2465,0
band_2466,2466,0
band_2467,2467,0
band_2468,2468,0
band_2469,2469,0
band_2470,2470,0
band_2471,2471,0
band_2472,2472,0
band_2473,2473,0
band_2474,2474,0
band_2475,2475,0
band_2476,2476,0
band_2477,2477,0
band_2478,2478,0
band_2479,2479,0
band_2480,2480,0
band_2481,2481,0
band_2482,2482,0
band_2483,2483,0
band_2484,2484,0
band_2485,2485,0
band_2486,2486,0
band_2487,2487,0
band_2488,2488,0
band_2489,2489,0
band_2490,2490,0
band_2491,2491,0
band_2492,2492,0
band_2493,2493,0
band_2494,2494,0
band_2495,2495,0
band_2496,2496,0
band_2497,2497,0
band_2498,2498,0
band_2499,2499,0
band_2500,2500,0
